timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
299024373,299023837,0.7,5.0971295e-05,-2.8657076,1.0172099,0.8970377,1.0,1
299124370,299123838,0.7,4.890749e-05,-2.3159168,1.0164483,0.58629763,1.0,1
299224251,299223837,0.7,5.111918e-05,-4.053899,1.0165324,1.796313,1.0014137,1
299324379,299323840,0.7,5.1239043e-05,-2.8134713,1.0173784,0.8644899,1.0,1
299424373,299423838,0.7,5.118987e-05,-2.6625493,1.0172496,0.77432853,1.0,1
299524221,299523838,0.7,5.1111223e-05,-3.8561475,1.0163726,1.6255931,1.0,1
299624378,299623840,0.7,4.9343063e-05,-2.623618,1.0165342,0.752379,1.0,1
299724377,299723839,0.7,5.1676187e-05,-3.1993432,1.016641,1.1186945,1.0,1
299824399,299823836,0.7,5.1873965e-05,-3.5852733,1.016679,1.4048117,1.0,1
299924247,299923838,0.7,5.404556e-05,-3.057996,1.0175337,1.0211335,1.0,1
300024382,300023850,0.7,5.3473927e-05,-3.5804722,1.0172598,1.4002521,1.0,1
300124223,300123837,0.7,5.3014934e-05,-2.138576,1.0179986,0.49918288,1.0,1
300224233,300223838,0.7,5.2837477e-05,-3.3233197,1.0170324,1.2066101,1.0,1
300324382,300323845,0.7,5.0608054e-05,-2.7925353,1.0169417,0.85203767,1.0,1
300424219,300423837,0.7,4.8795075e-05,-2.5801356,1.0162613,0.7278421,1.0,1
300524427,300523837,0.7,4.9110196e-05,-2.8485177,1.0164115,0.8870043,1.0,1
300624381,300623844,0.7,4.7673184e-05,-2.515252,1.0158687,0.69196314,1.0,1
300724379,300723841,0.7,4.847596e-05,-3.4088762,1.0154649,1.271496,1.0,1
300824376,300823840,0.7,4.9063357e-05,-3.8668432,1.0156658,1.6357608,1.0,1
300924378,300923846,0.7,4.751291e-05,-2.9995623,1.0159531,0.9840102,1.0,1
301024221,301023838,0.7,5.1880128e-05,-3.1406736,1.0168424,1.077828,1.0,1
