timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
505884356,-1.5324414,0,0,0,0,0,0,0,0,0
506390276,-1.4178702,0,0,0,0,0,0,0,0,0
506896158,-1.2773887,0,0,0,0,0,0,0,0,0
507402157,-1.2538356,0,0,0,0,0,0,0,0,0
507908159,-1.1182414,0,0,0,0,0,0,0,0,0
508414383,-1.0540767,0,0,0,0,0,0,0,0,0
508920204,-1.0709037,0,0,0,0,0,0,0,0,0
509426157,-1.0839933,0,0,0,0,0,0,0,0,0
509932158,-1.0452864,0,0,0,0,0,0,0,0,0
510438158,-1.0296532,0,0,0,0,0,0,0,0,0
510944453,-1.0052533,0,0,0,0,0,0,0,0,0
511450202,-1.0397027,0,0,0,0,0,0,0,0,0
511956220,-1.1191219,0,0,0,0,0,0,0,0,0
512462157,-1.2357582,0,0,0,0,0,0,0,0,0
512968197,-1.2916933,0,0,0,0,0,0,0,0,0
513474552,-1.2139856,0,0,0,0,0,0,0,0,0
513980229,-1.1867857,0,0,0,0,0,0,0,0,0
514486158,-1.2201146,0,0,0,0,0,0,0,0,0
514992156,-1.2141224,0,0,0,0,0,0,0,0,0
515498178,-1.0939666,0,0,0,0,0,0,0,0,0
516004342,-1.0735785,0,0,0,0,0,0,0,0,0
516510278,-1.1544964,0,0,0,0,0,0,0,0,0
517016223,-1.0482211,0,0,0,0,0,0,0,0,0
517522194,-1.1192179,0,0,0,0,0,0,0,0,0
518028177,-1.1141164,0,0,0,0,0,0,0,0,0
518534575,-1.1918364,0,0,0,0,0,0,0,0,0
519040226,-1.1334169,0,0,0,0,0,0,0,0,0
519546158,-1.1348997,0,0,0,0,0,0,0,0,0
520052157,-1.1524615,0,0,0,0,0,0,0,0,0
520558158,-0.98069227,0,0,0,0,0,0,0,0,0
521064341,-0.92523164,0,0,0,0,0,0,0,0,0
521570324,-0.83569723,0,0,0,0,0,0,0,0,0
522076158,-0.76451284,0,0,0,0,0,0,0,0,0
522582159,-0.7480658,0,0,0,0,0,0,0,0,0
523088158,-0.75858533,0,0,0,0,0,0,0,0,0
523594355,-0.82802063,0,0,0,0,0,0,0,0,0
524100223,-0.88159794,0,0,0,0,0,0,0,0,0
524606158,-0.96720725,0,0,0,0,0,0,0,0,0
525112157,-0.9880504,0,0,0,0,0,0,0,0,0
525618176,-1.0631393,0,0,0,0,0,0,0,0,0
526124376,-0.9946171,0,0,0,0,0,0,0,0,0
526630246,-1.0594236,0,0,0,0,0,0,0,0,0
527136158,-1.0379075,0,0,0,0,0,0,0,0,0
527642157,-0.8979294,0,0,0,0,0,0,0,0,0
528148158,-0.6863571,0,0,0,0,0,0,0,0,0
528313391,-0.71023273,0,0,0,0,0,0,0,0,0
528324616,-0.71023273,0,0,0,0,0,0,0,0,0
528830230,-0.55937237,0,0,0,0,0,0,0,0,0
529336157,-0.55533034,0,0,0,0,0,0,0,0,0
529842157,-0.8961873,0,0,0,0,0,0,0,0,0
530348158,-0.9880923,0,0,0,0,0,0,0,0,0
530854545,-0.88459307,0,0,0,0,0,0,0,0,0
531360209,-0.7643462,0,0,0,0,0,0,0,0,0
531866177,-0.65742326,0,0,0,0,0,0,0,0,0
532372157,-0.5434339,0,0,0,0,0,0,0,0,0
532878159,-0.47193295,0,0,0,0,0,0,0,0,0
533043575,-0.43447116,0,0,0,0,0,0,0,0,0
533087445,-0.43447116,0,0,0,0,0,0,0,0,0
533131615,-0.41667202,0,0,0,0,0,0,0,0,0
533231642,-0.3932628,0,0,0,0,0,0,0,0,0
533330539,-0.3771986,0,0,0,0,0,0,0,0,0
533436884,-0.36352432,0,0,0,0,0,0,0,0,0
533491701,-0.36352432,0,0,0,0,0,0,0,0,0
533635466,-0.34641942,0,0,0,0,0,0,0,0,0
533745441,-0.3387581,0,0,0,0,0,0,0,0,0
533844811,-0.33159167,0,0,0,0,0,0,0,0,0
533943404,-0.32460186,0,0,0,0,0,0,0,0,0
